id,type,category,front,reading,meaning_ko,meaning_en,example,example_reading,example_ko,level,tags,source,added_by,last_review,interval,ease,tier,order_in_cat
b7_0049,kanji,B7,道順,みちじゅん,"길, 가는 순서",route directions,道順を教える。,みちじゅんをおしえる。,가는 길을 알려주다.,N4,"道・標識,場面別",기본제공,system,,,,paid,49
b7_0050,kanji,B7,目印,めじるし,"표시, 랜드마크",landmark,あの店が目印だ。,あのみせがめじるしだ。,저 가게가 표시다.,N4,"道・標識,場面別",기본제공,system,,,,paid,50
b7_0051,kanji,B7,看板,かんばん,간판,signboard,看板が見える。,かんばんがみえる。,간판이 보이다.,N4,"道・標識,場面別",기본제공,system,,,,paid,51
b7_0052,kanji,B7,掲示板,けいじばん,게시판,bulletin board,掲示板を見る。,けいじばんをみる。,게시판을 보다.,N4,"道・標識,場面別",기본제공,system,,,,paid,52
b7_0053,kanji,B7,注意,ちゅうい,주의,caution,車に注意する。,くるまにちゅういする。,차를 조심하다.,N5,"道・標識,場面別",기본제공,system,,,,paid,53
b7_0054,kanji,B7,危険,きけん,위험,danger,ここは危険です。,ここはきけんです。,여기는 위험해요.,N5,"道・標識,場面別",기본제공,system,,,,paid,54
b7_0055,kanji,B7,警告,けいこく,경고,warning,警告の標識。,けいこくのひょうしき。,경고 표지.,N4,"道・標識,場面別",기본제공,system,,,,paid,55
b7_0056,kanji,B7,禁止,きんし,금지,prohibition,この道は駐車禁止だ。,このみちはちゅうしゃきんしだ。,이 길은 주차금지다.,N4,"道・標識,場面別",기본제공,system,,,,paid,56
b7_0057,kanji,B7,一時停止,いちじていし,일시정지,temporary stop,一時停止をする。,いちじていしをする。,일시정지를 하다.,N3,"道・標識,場面別",기본제공,system,,,,paid,57
b7_0058,kanji,B7,優先,ゆうせん,우선,priority,歩行者優先だ。,ほこうしゃゆうせんだ。,보행자 우선이다.,N4,"道・標識,場面別",기본제공,system,,,,paid,58
b7_0059,kanji,B7,譲る,ゆずる,양보하다,to yield,道を譲る。,みちをゆずる。,길을 양보하다.,N4,"道・標識,場面別",기본제공,system,,,,paid,59
b7_0060,kanji,B7,信号無視,しんごうむし,신호 위반,ignoring a signal,信号無視は危険だ。,しんごうむしはきけんだ。,신호 위반은 위험하다.,N3,"道・標識,場面別",기본제공,system,,,,paid,60
b7_0061,kanji,B7,横断,おうだん,횡단,crossing,道路を横断する。,どうろをおうだんする。,도로를 횡단하다.,N4,"道・標識,場面別",기본제공,system,,,,paid,61
b7_0062,kanji,B7,通り,とおり,"거리, 길",street,この通りは広い。,このとおりはひろい。,이 거리는 넓다.,N5,"道・標識,場面別",기본제공,system,,,,paid,62
b7_0063,kanji,B7,大通り,おおどおり,"큰길, 대로",main street,大通りに出る。,おおどおりにでる。,큰길로 나가다.,N4,"道・標識,場面別",기본제공,system,,,,paid,63
b7_0064,kanji,B7,裏道,うらみち,뒷길,back road,裏道を通る。,うらみちをとおる。,뒷길로 가다.,N4,"道・標識,場面別",기본제공,system,,,,paid,64
b7_0065,kanji,B7,停止線,ていしせん,정지선,stop line,停止線で止まる。,ていしせんでとまる。,정지선에서 멈추다.,N3,"道・標識,場面別",기본제공,system,,,,paid,65
b7_0066,kanji,B7,制限速度,せいげんそくど,제한속도,speed limit,制限速度を守る。,せいげんそくどをまもる。,제한속도를 지키다.,N3,"道・標識,場面別",기본제공,system,,,,paid,66
b7_0067,kanji,B7,速度,そくど,속도,speed,速度を落とす。,そくどをおとす。,속도를 줄이다.,N4,"道・標識,場面別",기본제공,system,,,,paid,67
b7_0068,kanji,B7,駐車場,ちゅうしゃじょう,주차장,parking lot,駐車場を探す。,ちゅうしゃじょうをさがす。,주차장을 찾다.,N5,"道・標識,場面別",기본제공,system,,,,paid,68
b7_0069,kanji,B7,満車,まんしゃ,만차,full parking,駐車場は満車だ。,ちゅうしゃじょうはまんしゃだ。,주차장이 만차다.,N3,"道・標識,場面別",기본제공,system,,,,paid,69
b7_0070,kanji,B7,空車,くうしゃ,빈 차,vacant taxi/parking,空車のタクシー。,くうしゃのタクシー。,빈 차 택시.,N3,"道・標識,場面別",기본제공,system,,,,paid,70
b7_0071,kanji,B7,料金所,りょうきんじょ,요금소,tollgate,料金所を通る。,りょうきんじょをとおる。,요금소를 지나다.,N4,"道・標識,場面別",기본제공,system,,,,paid,71
b7_0072,kanji,B7,高速道路,こうそくどうろ,고속도로,highway,高速道路に乗る。,こうそくどうろにのる。,고속도로를 타다.,N4,"道・標識,場面別",기본제공,system,,,,paid,72
b7_0073,kanji,B7,国道,こくどう,국도,national road,国道を走る。,こくどうをはしる。,국도를 달리다.,N4,"道・標識,場面別",기본제공,system,,,,paid,73
b7_0074,kanji,B7,県道,けんどう,지방도,prefectural road,県道に入る。,けんどうにはいる。,지방도로 들어가다.,N3,"道・標識,場面別",기본제공,system,,,,paid,74
b7_0075,kanji,B7,歩く,あるく,걷다,to walk,駅まで歩く。,えきまであるく。,역까지 걷다.,N5,"道・標識,場面別",기본제공,system,,,,paid,75
b7_0076,kanji,B7,走る,はしる,달리다,to run,道を走る。,みちをはしる。,길을 달리다.,N5,"道・標識,場面別",기본제공,system,,,,paid,76
b7_0077,kanji,B7,渡る,わたる,건너다,to cross,道路を渡る。,どうろをわたる。,도로를 건너다.,N5,"道・標識,場面別",기본제공,system,,,,paid,77
b7_0078,kanji,B7,進む,すすむ,나아가다,to advance,まっすぐ進む。,まっすぐすすむ。,곧장 나아가다.,N5,"道・標識,場面別",기본제공,system,,,,paid,78
b7_0079,kanji,B7,戻る,もどる,되돌아가다,to return,元の道に戻る。,もとのみちにもどる。,원래 길로 돌아가다.,N5,"道・標識,場面別",기본제공,system,,,,paid,79
b7_0080,kanji,B7,着く,つく,도착하다,to arrive,駅に着く。,えきにつく。,역에 도착하다.,N5,"道・標識,場面別",기본제공,system,,,,paid,80
b7_0081,kanji,B7,迷う,まよう,"길을 잃다, 헤매다",to get lost,道に迷う。,みちにまよう。,길을 잃다.,N4,"道・標識,場面別",기본제공,system,,,,paid,81
b7_0082,kanji,B7,尋ねる,たずねる,묻다,to ask,道を尋ねる。,みちをたずねる。,길을 묻다.,N4,"道・標識,場面別",기본제공,system,,,,paid,82
b7_0083,kanji,B7,案内,あんない,안내,guidance,道を案内する。,みちをあんないする。,길을 안내하다.,N4,"道・標識,場面別",기본제공,system,,,,paid,83
b7_0084,kanji,B7,現在地,げんざいち,현재 위치,current location,現在地を確認する。,げんざいちをかくにんする。,현재 위치를 확인하다.,N3,"道・標識,場面別",기본제공,system,,,,paid,84
b7_0085,kanji,B7,目的地,もくてきち,목적지,destination,目的地に着く。,もくてきちにつく。,목적지에 도착하다.,N4,"道・標識,場面別",기본제공,system,,,,paid,85
b7_0086,kanji,B7,経路,けいろ,경로,route,経路を調べる。,けいろをしらべる。,경로를 알아보다.,N3,"道・標識,場面別",기본제공,system,,,,paid,86
b7_0087,kanji,B7,距離,きょり,거리,distance,距離が長い。,きょりがながい。,거리가 멀다.,N4,"道・標識,場面別",기본제공,system,,,,paid,87
b7_0088,kanji,B7,分岐,ぶんき,"분기, 갈림",branch/fork,道が分岐する。,みちがぶんきする。,길이 갈라지다.,N3,"道・標識,場面別",기본제공,system,,,,paid,88
b7_0089,kanji,B7,合流,ごうりゅう,합류,merge,高速で合流する。,こうそくでごうりゅうする。,고속도로에서 합류하다.,N3,"道・標識,場面別",기본제공,system,,,,paid,89
b7_0090,kanji,B7,ロータリー,ロータリー,로터리,roundabout,ロータリーを回る。,ロータリーをまわる。,로터리를 돌다.,N3,"道・標識,場面別",기본제공,system,,,,paid,90
b7_0091,kanji,B7,信号機,しんごうき,신호등,traffic light,信号機が青になる。,しんごうきがあおになる。,신호등이 파란불이 되다.,N3,"道・標識,場面別",기본제공,system,,,,paid,91
b7_0092,kanji,B7,点滅,てんめつ,"점멸, 깜빡임",blinking,信号が点滅する。,しんごうがてんめつする。,신호가 깜빡이다.,N3,"道・標識,場面別",기본제공,system,,,,paid,92
b7_0093,kanji,B7,青信号,あおしんごう,파란불,green light,青信号で渡る。,あおしんごうでわたる。,파란불에 건너다.,N4,"道・標識,場面別",기본제공,system,,,,paid,93
b7_0094,kanji,B7,赤信号,あかしんごう,빨간불,red light,赤信号で止まる。,あかしんごうでとまる。,빨간불에 멈추다.,N4,"道・標識,場面別",기본제공,system,,,,paid,94
b7_0095,kanji,B7,黄信号,きしんごう,노란불,yellow light,黄信号に注意する。,きしんごうにちゅういする。,노란불을 주의하다.,N3,"道・標識,場面別",기본제공,system,,,,paid,95
b7_0096,kanji,B7,道路,どうろ,도로,road,道路を渡る。,どうろをわたる。,도로를 건너다.,N5,"道・標識,場面別",기본제공,system,,,,paid,96
b7_0097,kanji,B7,交通,こうつう,교통,traffic,交通が多い。,こうつうがおおい。,교통량이 많다.,N4,"道・標識,場面別",기본제공,system,,,,paid,97
b7_0098,kanji,B7,通行,つうこう,통행,passage,通行を止める。,つうこうをとめる。,통행을 막다.,N4,"道・標識,場面別",기본제공,system,,,,paid,98
b7_0099,kanji,B7,十字路,じゅうじろ,십자로,crossroads,十字路で曲がる。,じゅうじろでまがる。,십자로에서 돌다.,N3,"道・標識,場面別",기본제공,system,,,,paid,99
b7_0100,kanji,B7,追い越し禁止,おいこしきんし,추월금지,no overtaking,ここは追い越し禁止だ。,ここはおいこしきんしだ。,여기는 추월금지다.,N3,"道・標識,場面別",기본제공,system,,,,paid,100
b8_0001,kanji,B8,教室,きょうしつ,교실,classroom,教室で勉強します。,きょうしつでべんきょうします。,교실에서 공부합니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,1
b8_0002,kanji,B8,黒板,こくばん,칠판,blackboard,黒板に字を書きます。,こくばんにじをかきます。,칠판에 글씨를 씁니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,2
b8_0003,kanji,B8,授業,じゅぎょう,수업,class / lesson,もうすぐ授業が始まります。,もうすぐじゅぎょうがはじまります。,곧 수업이 시작됩니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,3
b8_0004,kanji,B8,先生,せんせい,선생님,teacher,先生に質問します。,せんせいにしつもんします。,선생님에게 질문합니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,4
b8_0005,kanji,B8,生徒,せいと,학생(초·중·고),pupil,この学校は生徒が多いです。,このがっこうはせいとがおおいです。,이 학교는 학생이 많습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,5
b8_0006,kanji,B8,学生,がくせい,학생,student,私は大学の学生です。,わたしはだいがくのがくせいです。,저는 대학생입니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,6
b8_0007,kanji,B8,宿題,しゅくだい,숙제,homework,宿題を忘れました。,しゅくだいをわすれました。,숙제를 잊어버렸습니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,7
b8_0008,kanji,B8,試験,しけん,시험,exam,明日試験があります。,あしたしけんがあります。,내일 시험이 있습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,8
b8_0009,kanji,B8,成績,せいせき,성적,grades,成績が上がりました。,せいせきがあがりました。,성적이 올랐습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,9
b8_0010,kanji,B8,合格,ごうかく,합격,passing,試験に合格しました。,しけんにごうかくしました。,시험에 합격했습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,10
b8_0011,kanji,B8,不合格,ふごうかく,불합격,failing,残念ながら不合格でした。,ざんねんながらふごうかくでした。,아쉽게도 불합격이었습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,11
b8_0012,kanji,B8,入学,にゅうがく,입학,entering school,四月に大学に入学します。,しがつにだいがくににゅうがくします。,4월에 대학에 입학합니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,12
b8_0013,kanji,B8,卒業,そつぎょう,졸업,graduation,来年高校を卒業します。,らいねんこうこうをそつぎょうします。,내년에 고등학교를 졸업합니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,13
b8_0014,kanji,B8,学期,がっき,학기,semester,新しい学期が始まりました。,あたらしいがっきがはじまりました。,새 학기가 시작되었습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,14
b8_0015,kanji,B8,夏休み,なつやすみ,여름방학,summer vacation,夏休みはとても長いです。,なつやすみはとてもながいです。,여름방학은 아주 깁니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,15
b8_0016,kanji,B8,冬休み,ふゆやすみ,겨울방학,winter vacation,冬休みに旅行します。,ふゆやすみにりょこうします。,겨울방학에 여행합니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,16
b8_0017,kanji,B8,時間割,じかんわり,시간표,timetable,時間割を確認します。,じかんわりをかくにんします。,시간표를 확인합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,17
b8_0018,kanji,B8,科目,かもく,과목,subject,好きな科目は数学です。,すきなかもくはすうがくです。,좋아하는 과목은 수학입니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,18
b8_0019,kanji,B8,国語,こくご,국어,national language,国語の授業が好きです。,こくごのじゅぎょうがすきです。,국어 수업을 좋아합니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,19
b8_0020,kanji,B8,数学,すうがく,수학,mathematics,数学は少し難しいです。,すうがくはすこしむずかしいです。,수학은 조금 어렵습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,20
b8_0021,kanji,B8,英語,えいご,영어,English,毎日英語を勉強しています。,まいにちえいごをべんきょうしています。,매일 영어를 공부하고 있습니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,21
b8_0022,kanji,B8,理科,りか,과학(이과),science,理科の実験をします。,りかのじっけんをします。,과학 실험을 합니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,22
b8_0023,kanji,B8,社会,しゃかい,사회,social studies,社会の授業は面白いです。,しゃかいのじゅぎょうはおもしろいです。,사회 수업은 재미있습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,23
b8_0024,kanji,B8,体育,たいいく,체육,physical education,体育の時間に走ります。,たいいくのじかんにはしります。,체육 시간에 달립니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,24
b8_0025,kanji,B8,音楽,おんがく,음악,music,音楽の授業で歌います。,おんがくのじゅぎょうでうたいます。,음악 수업에서 노래합니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,25
b8_0026,kanji,B8,美術,びじゅつ,미술,fine arts,美術の時間に絵を描きます。,びじゅつのじかんにえをかきます。,미술 시간에 그림을 그립니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,26
b8_0027,kanji,B8,部活,ぶかつ,동아리 활동,club activity,放課後に部活をします。,ほうかごにぶかつをします。,방과 후에 동아리 활동을 합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,27
b8_0028,kanji,B8,委員会,いいんかい,위원회,committee,委員会に参加します。,いいんかいにさんかします。,위원회에 참가합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,28
b8_0029,kanji,B8,校長,こうちょう,교장,principal,校長先生が話します。,こうちょうせんせいがはなします。,교장 선생님이 이야기합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,29
b8_0030,kanji,B8,担任,たんにん,담임,homeroom teacher,担任の先生に相談します。,たんにんのせんせいにそうだんします。,담임 선생님에게 상담합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,30
b8_0031,kanji,B8,同級生,どうきゅうせい,동급생,classmate,同級生と一緒に遊びます。,どうきゅうせいといっしょにあそびます。,같은 반 친구와 함께 놉니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,31
b8_0032,kanji,B8,先輩,せんぱい,선배,senior,先輩に教えてもらいます。,せんぱいにおしえてもらいます。,선배에게 배웁니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,32
b8_0033,kanji,B8,後輩,こうはい,후배,junior,後輩の面倒を見ます。,こうはいのめんどうをみます。,후배를 돌봅니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,33
b8_0034,kanji,B8,教科書,きょうかしょ,교과서,textbook,教科書を開いてください。,きょうかしょをひらいてください。,교과서를 펴 주세요.,N4,"学校・学園,場面別",기본제공,system,,,,paid,34
b8_0035,kanji,B8,ノート,ノート,노트,notebook,ノートにメモします。,ノートにメモします。,노트에 메모합니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,35
b8_0036,kanji,B8,鉛筆,えんぴつ,연필,pencil,鉛筆で名前を書きます。,えんぴつでなまえをかきます。,연필로 이름을 씁니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,36
b8_0037,kanji,B8,消しゴム,けしゴム,지우개,eraser,消しゴムで間違いを消します。,けしゴムでまちがいをけします。,지우개로 틀린 것을 지웁니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,37
b8_0038,kanji,B8,定規,じょうぎ,자,ruler,定規で線を引きます。,じょうぎでせんをひきます。,자로 선을 긋습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,38
b8_0039,kanji,B8,制服,せいふく,교복,uniform,学校の制服を着ます。,がっこうのせいふくをきます。,학교 교복을 입습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,39
b8_0040,kanji,B8,校門,こうもん,교문,school gate,校門の前で友達を待ちます。,こうもんのまえでともだちをまちます。,교문 앞에서 친구를 기다립니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,40
b8_0041,kanji,B8,図書室,としょしつ,도서실,library room,図書室で本を読みます。,としょしつでほんをよみます。,도서실에서 책을 읽습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,41
b8_0042,kanji,B8,保健室,ほけんしつ,보건실,nurse's office,気分が悪くて保健室で休みます。,きぶんがわるくてほけんしつでやすみます。,몸이 안 좋아서 보건실에서 쉽니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,42
b8_0043,kanji,B8,職員室,しょくいんしつ,교무실,staff room,職員室に先生がいます。,しょくいんしつにせんせいがいます。,교무실에 선생님이 있습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,43
b8_0044,kanji,B8,運動場,うんどうじょう,운동장,athletic field,運動場でサッカーをします。,うんどうじょうでサッカーをします。,운동장에서 축구를 합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,44
b8_0045,kanji,B8,体育館,たいいくかん,체육관,gymnasium,体育館でバスケをします。,たいいくかんでバスケをします。,체육관에서 농구를 합니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,45
b8_0046,kanji,B8,給食,きゅうしょく,급식,school lunch,みんなで給食を食べます。,みんなできゅうしょくをたべます。,다 같이 급식을 먹습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,46
b8_0047,kanji,B8,休み時間,やすみじかん,쉬는 시간,break time,休み時間に友達と話します。,やすみじかんにともだちとはなします。,쉬는 시간에 친구와 이야기합니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,47
b8_0048,kanji,B8,出席,しゅっせき,출석,attendance,毎日授業に出席します。,まいにちじゅぎょうにしゅっせきします。,매일 수업에 출석합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,48
b8_0049,kanji,B8,欠席,けっせき,결석,absence,病気で欠席しました。,びょうきでけっせきしました。,아파서 결석했습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,49
b8_0050,kanji,B8,遅刻,ちこく,지각,being late,電車が遅れて遅刻しました。,でんしゃがおくれてちこくしました。,전철이 늦어서 지각했습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,50
b8_0051,kanji,B8,早退,そうたい,조퇴,leaving early,熱があるので早退します。,ねつがあるのでそうたいします。,열이 있어서 조퇴합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,51
b8_0052,kanji,B8,塾,じゅく,학원,cram school,毎日塾に通っています。,まいにちじゅくにかよっています。,매일 학원에 다니고 있습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,52
b8_0053,kanji,B8,予備校,よびこう,입시 학원,prep school,予備校で受験勉強をします。,よびこうでじゅけんべんきょうをします。,입시 학원에서 수험 공부를 합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,53
b8_0054,kanji,B8,受験,じゅけん,수험 / 응시,taking an exam,来年大学を受験します。,らいねんだいがくをじゅけんします。,내년에 대학 시험을 봅니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,54
b8_0055,kanji,B8,合格発表,ごうかくはっぴょう,합격 발표,results announcement,明日合格発表があります。,あしたごうかくはっぴょうがあります。,내일 합격 발표가 있습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,55
b8_0056,kanji,B8,入学式,にゅうがくしき,입학식,entrance ceremony,来週入学式に出ます。,らいしゅうにゅうがくしきにでます。,다음 주에 입학식에 참석합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,56
b8_0057,kanji,B8,卒業式,そつぎょうしき,졸업식,graduation ceremony,卒業式で泣きました。,そつぎょうしきでなきました。,졸업식에서 울었습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,57
b8_0058,kanji,B8,文化祭,ぶんかさい,문화제,cultural festival,文化祭の準備をします。,ぶんかさいのじゅんびをします。,문화제 준비를 합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,58
b8_0059,kanji,B8,運動会,うんどうかい,운동회,sports day,運動会でリレーに出ます。,うんどうかいでリレーにでます。,운동회에서 릴레이에 나갑니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,59
b8_0060,kanji,B8,遠足,えんそく,소풍,excursion,遠足でお弁当を食べます。,えんそくでおべんとうをたべます。,소풍에서 도시락을 먹습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,60
b8_0061,kanji,B8,修学旅行,しゅうがくりょこう,수학여행,school trip,修学旅行で京都に行きました。,しゅうがくりょこうできょうとにいきました。,수학여행으로 교토에 갔습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,61
b8_0062,kanji,B8,授業料,じゅぎょうりょう,수업료,tuition fee,毎月授業料を払います。,まいつきじゅぎょうりょうをはらいます。,매달 수업료를 냅니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,62
b8_0063,kanji,B8,学費,がくひ,학비,school expenses,大学の学費は高いです。,だいがくのがくひはたかいです。,대학 학비는 비쌉니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,63
b8_0064,kanji,B8,奨学金,しょうがくきん,장학금,scholarship,奨学金をもらいました。,しょうがくきんをもらいました。,장학금을 받았습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,64
b8_0065,kanji,B8,留学,りゅうがく,유학,study abroad,来年日本に留学します。,らいねんにほんにりゅうがくします。,내년에 일본에 유학합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,65
b8_0066,kanji,B8,進学,しんがく,진학,advancing to school,大学に進学します。,だいがくにしんがくします。,대학에 진학합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,66
b8_0067,kanji,B8,成績表,せいせきひょう,성적표,report card,成績表をもらいました。,せいせきひょうをもらいました。,성적표를 받았습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,67
b8_0068,kanji,B8,通知表,つうちひょう,통지표,report card,通知表を親に見せます。,つうちひょうをおやにみせます。,통지표를 부모님께 보여드립니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,68
b8_0069,kanji,B8,点数,てんすう,점수,score,テストの点数がよかったです。,テストのてんすうがよかったです。,시험 점수가 좋았습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,69
b8_0070,kanji,B8,満点,まんてん,만점,perfect score,漢字テストで満点を取りました。,かんじテストでまんてんをとりました。,한자 시험에서 만점을 받았습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,70
b8_0071,kanji,B8,赤点,あかてん,낙제점,failing mark,数学で赤点を取りました。,すうがくであかてんをとりました。,수학에서 낙제점을 받았습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,71
b8_0072,kanji,B8,暗記,あんき,암기,memorization,英単語を暗記します。,えいたんごをあんきします。,영단어를 암기합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,72
b8_0073,kanji,B8,復習,ふくしゅう,복습,review,家で今日の授業を復習します。,いえできょうのじゅぎょうをふくしゅうします。,집에서 오늘 수업을 복습합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,73
b8_0074,kanji,B8,予習,よしゅう,예습,preparation,明日の授業を予習します。,あしたのじゅぎょうをよしゅうします。,내일 수업을 예습합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,74
b8_0075,kanji,B8,講義,こうぎ,강의,lecture,大学で講義を受けます。,だいがくでこうぎをうけます。,대학에서 강의를 듣습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,75
b8_0076,kanji,B8,教授,きょうじゅ,교수,professor,教授に研究について聞きます。,きょうじゅにけんきゅうについてききます。,교수님께 연구에 대해 여쭤봅니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,76
b8_0077,kanji,B8,大学,だいがく,대학,university,兄は大学で法律を学んでいます。,あにはだいがくでほうりつをまなんでいます。,형은 대학에서 법을 배우고 있습니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,77
b8_0078,kanji,B8,高校,こうこう,고등학교,high school,姉は高校に通っています。,あねはこうこうにかよっています。,누나는 고등학교에 다니고 있습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,78
b8_0079,kanji,B8,中学校,ちゅうがっこう,중학교,middle school,弟は中学校に通っています。,おとうとはちゅうがっこうにかよっています。,남동생은 중학교에 다니고 있습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,79
b8_0080,kanji,B8,小学校,しょうがっこう,초등학교,elementary school,小学校の先生になりたいです。,しょうがっこうのせんせいになりたいです。,초등학교 선생님이 되고 싶습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,80
b8_0081,kanji,B8,幼稚園,ようちえん,유치원,kindergarten,娘は幼稚園に通っています。,むすめはようちえんにかよっています。,딸은 유치원에 다니고 있습니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,81
b8_0082,kanji,B8,クラス,クラス,반 / 학급,class,クラスに新しい友達ができました。,クラスにあたらしいともだちができました。,반에 새 친구가 생겼습니다.,N4,"学校・学園,場面別",기본제공,system,,,,paid,82
b8_0083,kanji,B8,学年,がくねん,학년,school year,四月に学年が上がります。,しがつにがくねんがあがります。,4월에 학년이 올라갑니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,83
b8_0084,kanji,B8,机,つくえ,책상,desk,机の上に教科書があります。,つくえのうえにきょうかしょがあります。,책상 위에 교과서가 있습니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,84
b8_0085,kanji,B8,椅子,いす,의자,chair,椅子に静かに座ります。,いすにしずかにすわります。,의자에 조용히 앉습니다.,N5,"学校・学園,場面別",기본제공,system,,,,paid,85
b8_0086,kanji,B8,黒板消し,こくばんけし,칠판 지우개,blackboard eraser,黒板消しで黒板をきれいにします。,こくばんけしでこくばんをきれいにします。,칠판 지우개로 칠판을 깨끗이 합니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,86
b8_0087,kanji,B8,チョーク,チョーク,분필,chalk,チョークで黒板に書きます。,チョークでこくばんにかきます。,분필로 칠판에 씁니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,87
b8_0088,kanji,B8,校則,こうそく,교칙,school rules,校則をきちんと守ります。,こうそくをきちんとまもります。,교칙을 제대로 지킵니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,88
b8_0089,kanji,B8,いじめ,いじめ,괴롭힘 / 왕따,bullying,いじめは絶対にいけません。,いじめはぜったいにいけません。,괴롭힘은 절대 안 됩니다.,N3,"学校・学園,場面別",기본제공,system,,,,paid,89
